date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:24:23	44209/44209	---M--	200	added ('OK')	image/jpeg	etag:%2252000d9e5164430d5b3d7a80d91b62dd%22	https://springboard-cdn.appadvice.com/apptributes/us-east-1%3A1a21aece-383b-437c-9e69-743d33ee51f6/1527715151143_scrabble_243192_1920_1427-landscape-m.jpg	E:/WebSite/apps/springboard-cdn.appadvice.com/apptributes/us-east-1_1a21aece-383b-437c-9e69-743d33ee51f6/1527715151143_scrabble_243192_1920_1427-landscape-m.jpg	(from https://appadvice.com/appnn)
01:24:24	222598/222598	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Jun%202018%2017:24:24%20GMT	https://appadvice.com/game/collection/head-to-head-word-games	E:/WebSite/apps/appadvice.com/game/collection/head-to-head-word-games.html	(from https://appadvice.com/appnn)
01:24:25	230648/230648	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Jun%202018%2017:24:25%20GMT	https://appadvice.com/post/pocket-run-pool-brings-a-fun-twist-to-a-single-player-arcade-game/949982914/40093727	E:/WebSite/apps/appadvice.com/post/pocket-run-pool-brings-a-fun-twist-to-a-single-player-arcade-game/949982914/40093727.html	(from https://appadvice.com/appnn)
01:24:27	10721/10721	---M--	200	added ('OK')	image/jpeg	etag:%2268e2156d42a060ad70062d3b8d0e2cca%22	https://siri-cdn.appadvice.com/apptributes/us-east-1%3Af9757185-8fd9-4f9b-b3cf-2b4ad1dd2ab1/1527700013064_prpool-landscape-m.jpg	E:/WebSite/apps/siri-cdn.appadvice.com/apptributes/us-east-1_f9757185-8fd9-4f9b-b3cf-2b4ad1dd2ab1/1527700013064_prpool-landscape-m.jpg	(from https://appadvice.com/appnn)
01:24:28	257412/257412	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Jun%202018%2017:24:28%20GMT	https://appadvice.com/collection/healthcare-apps	E:/WebSite/apps/appadvice.com/collection/healthcare-apps.html	(from https://appadvice.com/appnn)
01:24:29	21172/21172	---M--	200	added ('OK')	image/jpeg	etag:%22be820b14f0427dd2a42d589448c679ab%22	https://springboard-cdn.appadvice.com/apptributes/us-east-1%3A8aa41638-fba4-4399-b192-29ee08a7b61c/1490796524629_desk_602980_1920_700-landscape-m.jpg	E:/WebSite/apps/springboard-cdn.appadvice.com/apptributes/us-east-1_8aa41638-fba4-4399-b192-29ee08a7b61c/1490796524629_desk_602980_1920_700-landscape-m.jpg	(from https://appadvice.com/appnn)
01:24:29	28794/28794	---M--	200	added ('OK')	image/jpeg	etag:%22e7a255b8ae2c66e2bbf5b2c90f9108df%22	https://siri-cdn.appadvice.com/apptributes/us-east-1%3A8aa41638-fba4-4399-b192-29ee08a7b61c/1523287719570_HeartbeatHealthcare_8653-landscape-m.jpg	E:/WebSite/apps/siri-cdn.appadvice.com/apptributes/us-east-1_8aa41638-fba4-4399-b192-29ee08a7b61c/1523287719570_HeartbeatHealthcare_8653-landscape-m.jpg	(from https://appadvice.com/appnn)
01:24:29	224169/224169	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Jun%202018%2017:24:29%20GMT	https://appadvice.com/collection/best-universal-audiobook-apps	E:/WebSite/apps/appadvice.com/collection/best-universal-audiobook-apps.html	(from https://appadvice.com/appnn)
01:24:30	187209/187209	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Jun%202018%2017:24:30%20GMT	https://appadvice.com/appnn/2018/05/todays-apps-gone-free-defekt-ral-and-montezuma-puzzle	E:/WebSite/apps/appadvice.com/appnn/2018/05/todays-apps-gone-free-defekt-ral-and-montezuma-puzzle.html	(from https://appadvice.com/appnn)
01:24:31	214650/214650	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Jun%202018%2017:24:31%20GMT	https://appadvice.com/appnn/indexstart/2018-05-30-14:00:54	E:/WebSite/apps/appadvice.com/appnn/indexstart/2018-05-30-14_00_54.html	(from https://appadvice.com/appnn)
01:24:31	39901/39901	---M--	200	added ('OK')	image/jpeg	etag:%2221d2342d33988cc37f468c9715069dde%22	https://wpuploads.appadvice.com/wp-content/uploads/2018/05/agf5302018-640x360.jpg	E:/WebSite/apps/wpuploads.appadvice.com/wp-content/uploads/2018/05/agf5302018-640x360.jpg	(from https://appadvice.com/appnn)
01:24:31	12044/12044	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Sep%202016%2018:56:07%20GMT	https://appadvice.com/assets-appadvice/AppAdvice/AppAdvice-c12a35af0d392db311b82b409539dec09e30c57c7d28ab832156be1d68214bdc.jpg	E:/WebSite/apps/appadvice.com/assets-appadvice/AppAdvice/AppAdvice-c12a35af0d392db311b82b409539dec09e30c57c7d28ab832156be1d68214bdc.jpg	(from https://appadvice.com/appnn)
01:24:32	145899/145899	---MCZ	200	added ('OK')	text/html	date:Sat,%2002%20Jun%202018%2017:24:31%20GMT	https://appadvice.com/search	E:/WebSite/apps/appadvice.com/search.html	(from https://appadvice.com/appnn)
01:24:34	35/35	---M--	200	added ('OK')	image/gif	date:Sat,%2002%20Jun%202018%2017:24:35%20GMT	http://pixel.quantserve.com/pixel/p-5flAQjcDBLd4s.gif	E:/WebSite/apps/pixel.quantserve.com/pixel/p-5flAQjcDBLd4s.gif	(from https://appadvice.com/appnn)
01:24:34	0/-1	---M--	302	error ('Found')	text/html		http://static.chartbeat.com/js/chartbeat.js	E:/WebSite/apps/static.chartbeat.com/js/chartbeat.76.delayed	(from https://appadvice.com/appnn)
01:24:40	188529/188529	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2009%20May%202018%2020:25:37%20GMT	https://appadvice.com/assets-appadvice/application-548635389d2218d7caa29bd90ce983919d1305dffabc3a94ed69767f91138ba6.js	E:/WebSite/apps/appadvice.com/assets-appadvice/application-548635389d2218d7caa29bd90ce983919d1305dffabc3a94ed69767f91138ba6.js	(from https://appadvice.com/appnn)
01:24:41	0/-1	---M--	500	error ('')			https://appadvice.com/appnn/author/info	E:/WebSite/apps/appadvice.com/appnn/author/info.html	(from https://appadvice.com/appnn)
01:24:41	0/-1	---M--	500	error ('')			https://appadvice.com/appnn/author/info	E:/WebSite/apps/appadvice.com/appnn/author/info.html	(from https://appadvice.com/appnn)
01:24:41	0/-1	---M--	500	error ('')			https://appadvice.com/appnn/author/info	E:/WebSite/apps/appadvice.com/appnn/author/info.html	(from https://appadvice.com/appnn)
